source_file,condition,test_type,phase_column,status,exclusion_reason,n_total,n_selected,observed_d12_mean_distance_deg,n_perm,null_mean,null_sd,z_score,raw_p,rotation_control_rank,best_rotation_deg,best_rotation_score,rotation_scores,partition_rank_d12,best_partition,best_partition_score,alternative_partition_scores,fdr_q
IDPC_Reproduction/event_level_with_fes_phase_TRUE_RICCI.csv,observed,low_distance_q25,phase,tested,,226,57,1.723213649109488,1000,1.5470277106996122,0.30378733728194873,-0.579964721328577,0.7232767232767233,1,0.0,1.723213649109488,0:1.7232136; 2.5:3.0315518; 5:4.9947237; 7.5:7.061552; 10:9.2095756; 12.5:11.461274; 15:13.276786; 17.5:11.968448; 20:10.005276; 22.5:7.938448; 25:5.7904244; 27.5:3.538726,4,D20,1.4739518148301824,D8=2.1266438; D10=1.6529596; D11=3.2252014; D13=2.85388; D16=1.5049095; D20=1.4739518,0.9962469962469963
IDPC_Reproduction/event_level_with_fes_phase_TRUE_RICCI.csv,observed,low_distance_z_q25,phase,tested,,226,57,1.894241946779137,1000,1.5226586014286052,0.3001620379794353,-1.2379425054942812,0.8881118881118881,1,0.0,1.894241946779137,0:1.8942419; 2.5:3.0883166; 5:5.0003479; 7.5:6.9794569; 10:9.1048121; 12.5:11.320739; 15:13.105758; 17.5:11.911683; 20:9.9996521; 22.5:8.0205431; 25:5.8951879; 27.5:3.6792613,3,D16,1.668656892629502,D8=2.01854; D10=1.8942419; D11=3.7392135; D13=3.0325518; D16=1.6686569; D20=1.7152342,0.9962469962469963
IDPC_Reproduction/event_level_with_fes_phase_TRUE_RICCI.csv,observed,high_r_local_q25,phase,tested,,226,57,1.7805443120651265,1000,1.5289011315515482,0.3150070153620727,-0.7988494485570005,0.7892107892107892,1,0.0,1.7805443120651265,0:1.7805443; 2.5:3.3311838; 5:5.4593078; 7.5:7.6084306; 10:9.6842122; 12.5:11.672071; 15:13.219456; 17.5:11.668816; 20:9.5406922; 22.5:7.3915694; 25:5.3157878; 27.5:3.3279295,3,D16,1.431913543765829,D8=2.8402493; D10=1.8155534; D11=8.7697682; D13=7.3347913; D16=1.4319135; D20=1.4428199,0.9962469962469963
IDPC_Reproduction/event_level_with_fes_phase_TRUE_RICCI.csv,observed,high_r_local_z_q25,phase,tested,,226,57,1.917038368418302,1000,1.531538226999881,0.30405134120149174,-1.2678784441307698,0.8871128871128872,1,0.0,1.917038368418302,0:1.9170384; 2.5:3.3193971; 5:5.3567263; 7.5:7.4495296; 10:9.5253111; 12.5:11.557167; 15:13.082962; 17.5:11.680603; 20:9.6432737; 22.5:7.5504704; 25:5.4746889; 27.5:3.4428333,3,D16,1.5684076001190046,D8=2.9767434; D10=1.9520475; D11=8.3372785; D13=6.946468; D16=1.5684076; D20=1.5793139,0.9962469962469963
IDPC_Reproduction_random/event_level_with_fes_phase_TRUE_RICCI.csv,control,low_distance_q25,phase,tested,,44,11,1.157315375852795,1000,1.4669353830394516,0.7790630103009366,0.3974261428059029,0.42357642357642356,1,0.0,1.157315375852795,0:1.1573154; 2.5:2.2932279; 5:4.1389497; 7.5:6.4325145; 10:8.9325145; 12.5:11.432515; 15:13.842685; 17.5:12.706772; 20:10.86105; 22.5:8.5674855; 25:6.0674855; 27.5:3.5674855,2,D20,0.8762958751679476,D8=2.4880425; D10=2.4880425; D11=3.1065194; D13=3.0925056; D16=2.0872438; D20=0.87629588,0.9962469962469963
IDPC_Reproduction_random/event_level_with_fes_phase_TRUE_RICCI.csv,control,low_distance_z_q25,phase,tested,,44,7,1.155164557504207,1000,1.4529573507702935,1.049869891347169,0.2836473316555117,0.5004995004995005,1,0.0,1.155164557504207,0:1.1551646; 2.5:1.8041782; 5:3.9903125; 7.5:6.4903125; 10:8.9903125; 12.5:11.490313; 15:13.844835; 17.5:13.195822; 20:11.009687; 22.5:8.5096875; 25:6.0096875; 27.5:3.5096875,1,D12,1.155164557504207,D8=2.8564196; D10=1.5707053; D11=4.4127274; D13=3.3117847; D16=2.2265931; D20=1.5707053,0.9962469962469963
IDPC_Reproduction_random/event_level_with_fes_phase_TRUE_RICCI.csv,control,high_r_local_q25,phase,tested,,44,11,0.9208380397753767,1000,1.5153255501156477,0.8012567414251129,0.741943848463499,0.3066933066933067,1,0.0,0.9208380397753767,0:0.92083804; 2.5:2.8444954; 5:5.3444954; 7.5:7.8444954; 10:10.338112; 12.5:12.383566; 15:14.079162; 17.5:12.155505; 20:9.6555046; 22.5:7.1555046; 25:4.6618883; 27.5:2.6164337,1,D12,0.9208380397753767,D8=0.92083804; D10=0.92083804; D11=7.338588; D13=6.1942778; D16=0.92083804; D20=0.92083804,0.9962469962469963
IDPC_Reproduction_random/event_level_with_fes_phase_TRUE_RICCI.csv,control,high_r_local_z_q25,phase,tested,,44,7,0.5520412959734726,1000,1.42539082548996,1.0370367751501954,0.8421586875643818,0.19880119880119881,1,0.0,0.5520412959734726,0:0.5520413; 2.5:2.0851136; 5:4.5851136; 7.5:7.0851136; 10:9.5851136; 12.5:12.085114; 15:14.447959; 17.5:12.914886; 20:10.414886; 22.5:7.9148864; 25:5.4148864; 27.5:2.9148864,1,D12,0.5520412959734726,D8=0.5520413; D10=0.5520413; D11=9.1075874; D13=7.669026; D16=0.5520413; D20=0.5520413,0.8393828393828394
backups/mm_fullnb_derangement/event_level_with_fes_phase_TRUE_RICCI.csv,control,low_distance_q25,phase,tested,,237,60,1.6000184596301104,1000,1.341441433729568,0.2806711468857135,-0.9212811105440505,0.8171828171828172,1,0.0,1.6000184596301104,0:1.6000185; 2.5:3.3913624; 5:5.6671694; 7.5:7.8966025; 10:10.016762; 12.5:12.049088; 15:13.399982; 17.5:11.608638; 20:9.3328306; 22.5:7.1033975; 25:4.9832375; 27.5:2.9509122,3,D16,1.1990602103651242,D8=2.3307934; D10=1.6332771; D11=3.5505909; D13=3.0147328; D16=1.1990602; D20=1.327903,0.9962469962469963
backups/mm_fullnb_derangement/event_level_with_fes_phase_TRUE_RICCI.csv,control,low_distance_z_q25,phase,tested,,237,60,1.5524286958434952,1000,1.3341462357516425,0.2932682118843231,-0.7443099908078417,0.7642357642357642,1,0.0,1.5524286958434952,0:1.5524287; 2.5:3.1748959; 5:5.4586631; 7.5:7.7714295; 10:9.9749228; 12.5:12.066441; 15:13.447571; 17.5:11.825104; 20:9.5413369; 22.5:7.2285705; 25:5.0250772; 27.5:2.9335589,3,D16,1.2764704465785086,D8=2.1499449; D10=1.7524287; D11=3.7456667; D13=3.0590674; D16=1.2764704; D20=1.4470546,0.9962469962469963
backups/mm_fullnb_derangement/event_level_with_fes_phase_TRUE_RICCI.csv,control,high_r_local_q25,phase,tested,,237,60,1.8357741609027391,1000,1.3388286318033047,0.26655354894581784,-1.8643365697616288,0.952047952047952,1,0.0,1.8357741609027391,0:1.8357742; 2.5:3.4835446; 5:5.5974768; 7.5:7.7641434; 10:9.8494364; 12.5:11.754521; 15:13.164226; 17.5:11.516455; 20:9.4025232; 22.5:7.2358566; 25:5.1505636; 27.5:3.2454794,3,D16,1.5045749310184064,D8=2.9599549; D10=2.1690328; D11=8.6080557; D13=7.1595699; D16=1.5045749; D20=1.5555309,0.9962469962469963
backups/mm_fullnb_derangement/event_level_with_fes_phase_TRUE_RICCI.csv,control,high_r_local_z_q25,phase,tested,,237,60,1.4343815532291584,1000,1.3460230710883456,0.28206936218509115,-0.31325090203463074,0.6273726273726273,1,0.0,1.4343815532291584,0:1.4343816; 2.5:3.1282934; 5:5.3981065; 7.5:7.6481065; 10:9.8284323; 12.5:11.935211; 15:13.565618; 17.5:11.871707; 20:9.6018935; 22.5:7.3518935; 25:5.1715677; 27.5:3.0647885,3,D16,1.2350991946199104,D8=2.6904791; D10=1.8676402; D11=8.5895848; D13=7.2669732; D16=1.2350992; D20=1.2541383,0.9962469962469963
backups/mm_fullnb_random/event_level_with_fes_phase_TRUE_RICCI.csv,control,low_distance_q25,phase,tested,,223,56,1.5983945314634807,1000,1.5068106907047853,0.33752169639736784,-0.27134208477926314,0.6253746253746254,1,0.0,1.5983945314634807,0:1.5983945; 2.5:3.1137858; 5:5.2499813; 7.5:7.3763242; 10:9.4818879; 12.5:11.659512; 15:13.401605; 17.5:11.886214; 20:9.7500187; 22.5:7.6236758; 25:5.5181121; 27.5:3.3404881,3,D20,1.226142286779972,D8=2.25485; D10=1.6340288; D11=2.9762133; D13=2.5982612; D16=1.2419207; D20=1.2261423,0.9962469962469963
