anchor_name,event_class,basis,rank,readout_score,n_events,C10_minus_C12,D24_minus_C12,best_basis,best_score
global_elapsed_phase,h_zero_crossing,8,2,0.6860470525284736,1309,0.05133444438603263,-0.18523575503752437,10,0.7161716476486252
global_elapsed_phase,h_zero_crossing,12,3,0.6648372032625925,1309,0.05133444438603263,-0.18523575503752437,10,0.7161716476486252
global_elapsed_phase,h_zero_crossing,16,4,0.5547788898344825,1309,0.05133444438603263,-0.18523575503752437,10,0.7161716476486252
global_elapsed_phase,h_zero_crossing,24,5,0.47960144822506817,1309,0.05133444438603263,-0.18523575503752437,10,0.7161716476486252
global_elapsed_phase,high_boundary_impulse_J,10,1,0.7926150899266727,57,0.07904232255318899,-0.203009031446849,10,0.7926150899266727
global_elapsed_phase,high_boundary_impulse_J,8,2,0.746384464928916,57,0.07904232255318899,-0.203009031446849,10,0.7926150899266727
global_elapsed_phase,high_boundary_impulse_J,12,3,0.7135727673734837,57,0.07904232255318899,-0.203009031446849,10,0.7926150899266727
global_elapsed_phase,high_boundary_impulse_J,16,4,0.6376412114715064,57,0.07904232255318899,-0.203009031446849,10,0.7926150899266727
global_elapsed_phase,high_boundary_impulse_J,24,5,0.5105637359266347,57,0.07904232255318899,-0.203009031446849,10,0.7926150899266727
global_elapsed_phase,residual_contraction_low_distance,10,1,0.6948801894808387,57,0.05899287842645129,-0.19498816257054302,10,0.6948801894808387
global_elapsed_phase,residual_contraction_low_distance,8,2,0.6570714061760614,57,0.05899287842645129,-0.19498816257054302,10,0.6948801894808387
global_elapsed_phase,residual_contraction_low_distance,12,3,0.6358873110543874,57,0.05899287842645129,-0.19498816257054302,10,0.6948801894808387
global_elapsed_phase,residual_contraction_low_distance,16,4,0.5048665650319246,57,0.05899287842645129,-0.19498816257054302,10,0.6948801894808387
global_elapsed_phase,residual_contraction_low_distance,24,5,0.4408991484838444,57,0.05899287842645129,-0.19498816257054302,10,0.6948801894808387
global_elapsed_phase,ricci_phase_sync_high_lock_session,12,1,0.6395654090263165,7,-0.032555266974316543,-0.24783906482368806,12,0.6395654090263165
global_elapsed_phase,ricci_phase_sync_high_lock_session,10,2,0.607010142052,7,-0.032555266974316543,-0.24783906482368806,12,0.6395654090263165
global_elapsed_phase,ricci_phase_sync_high_lock_session,8,3,0.599613617221051,7,-0.032555266974316543,-0.24783906482368806,12,0.6395654090263165
global_elapsed_phase,ricci_phase_sync_high_lock_session,24,4,0.3917263442026285,7,-0.032555266974316543,-0.24783906482368806,12,0.6395654090263165
global_elapsed_phase,ricci_phase_sync_high_lock_session,16,5,0.36514861051601755,7,-0.032555266974316543,-0.24783906482368806,12,0.6395654090263165
