event_class,event_role,null_index,null_model,n_nodes,n_directed_edges,mean_bounded_differentiated_recovery,sd_bounded_differentiated_recovery,D12_recovery,D24_recovery
hybrid_phi_sign_switch,primary_phi_fes,0,degree-matched directed random graph,12,48,-0.00030062631685434606,0.0028776607103227726,0.5122213773874572,0.5020259314099503
hybrid_phi_sign_switch,primary_phi_fes,1,degree-matched directed random graph,12,48,0.0059540379085922576,0.0026735719113856796,0.5219971669495063,0.5210252263203226
hybrid_phi_sign_switch,primary_phi_fes,2,degree-matched directed random graph,12,48,0.003624676918885188,0.001944750203669416,0.5019000850650264,0.5074109849565082
hybrid_phi_sign_switch,primary_phi_fes,3,degree-matched directed random graph,12,48,0.004258017575114558,0.0021193768586080016,0.523500562812208,0.5108290599412642
hybrid_phi_sign_switch,primary_phi_fes,4,degree-matched directed random graph,12,48,0.005956685093615188,0.0024177987492663877,0.506417587737373,0.5201088359578613
hybrid_phi_sign_switch,primary_phi_fes,5,degree-matched directed random graph,12,48,0.003945759412152235,0.0023690408551706194,0.507739723380766,0.5033012663730758
hybrid_phi_sign_switch,primary_phi_fes,6,degree-matched directed random graph,12,48,0.006005224048457401,0.0026341232975421033,0.5310805069577577,0.512768177721479
hybrid_phi_sign_switch,primary_phi_fes,7,degree-matched directed random graph,12,48,0.0011014394441600998,0.003022529732069836,0.5124879060062604,0.5262031990572698
hybrid_phi_sign_switch,primary_phi_fes,8,degree-matched directed random graph,12,48,0.0033209100023136517,0.0022458022990891743,0.5202343381406209,0.5173161105378371
hybrid_phi_sign_switch,primary_phi_fes,9,degree-matched directed random graph,12,48,-0.0006917505364789472,0.0021544339899491572,0.5144619501748815,0.5010103100321028
hybrid_phi_sign_switch,primary_phi_fes,10,degree-matched directed random graph,12,48,0.00032193013899581735,0.002518058330481161,0.5186097609266832,0.49180279968660034
hybrid_phi_sign_switch,primary_phi_fes,11,degree-matched directed random graph,12,48,0.0018870434064312352,0.0023559255354299565,0.5197173878367888,0.5010125304121507
hybrid_phi_sign_switch,primary_phi_fes,12,degree-matched directed random graph,12,48,-0.0006764387288896408,0.0027600456645938765,0.5221049292349604,0.5062287644252885
hybrid_phi_sign_switch,primary_phi_fes,13,degree-matched directed random graph,12,48,0.0020631880225379915,0.0019064524637139979,0.5265386167043055,0.485721941133335
hybrid_phi_sign_switch,primary_phi_fes,14,degree-matched directed random graph,12,48,0.0040874909713838024,0.0025977749617442027,0.5328055784836785,0.5201284811660555
hybrid_phi_sign_switch,primary_phi_fes,15,degree-matched directed random graph,12,48,0.004857667078614588,0.0023053654289927534,0.5047037548031683,0.5298701932250376
hybrid_phi_sign_switch,primary_phi_fes,16,degree-matched directed random graph,12,48,0.0015247814271438893,0.0027932670680306175,0.5180278071491238,0.4999611667248029
hybrid_phi_sign_switch,primary_phi_fes,17,degree-matched directed random graph,12,48,0.004407945670660796,0.002328653108641014,0.5343185623741099,0.519809446226587
