source_file,condition,n_sessions,psi_lock_R_mean,psi_lock_R_median,mean_abs_dpsi_deg_mean,mean_abs_dpsi_deg_median,circ_mean_D24_chi_p,circ_mean_D12_chi_p,circ_mean_D8_chi_p,circ_mean_R_D24,circ_mean_R_D12,circ_mean_R_D8,circ_mean_distance_D24_mean,circ_mean_distance_D12_mean,circ_mean_distance_D8_mean,lock_vs_D12_closeness_spearman_rho,lock_vs_D12_closeness_spearman_p,lock_vs_D24_closeness_spearman_rho,lock_vs_D24_closeness_spearman_p,circ_mean_D24_chi_q,circ_mean_D12_chi_q,circ_mean_D8_chi_q,lock_vs_D12_closeness_spearman_q,lock_vs_D24_closeness_spearman_q
IDPC_Reproduction/Chapter3/ricci_phase_sync_summary.csv,observed,26,0.6941431526688344,0.7137960719170673,38.99100041364333,37.23701555256547,1.5530392132431694e-43,1.1321879265876322e-22,2.6380605310955273e-14,0.9888462540625842,0.9661309830645303,0.9243483859335336,2.5855618593965635,3.107066162751906,3.3970480102649483,0.2745299145299145,0.1747067086699835,0.2553846153846154,0.20796792333784295,1.7255991258257437e-43,1.4152349082345402e-22,2.931178367883919e-14,0.19411856518887055,0.2599599041723037
IDPC_Reproduction_mm_derangement/Chapter3/ricci_phase_sync_summary.csv,control,26,0.6941431526688344,0.7137960719170673,38.99100041364333,37.23701555256547,1.5530392132431694e-43,1.1321879265876322e-22,2.6380605310955273e-14,0.9888462540625842,0.9661309830645303,0.9243483859335336,2.5855618593965635,3.107066162751906,3.3970480102649483,0.2745299145299145,0.1747067086699835,0.2553846153846154,0.20796792333784295,1.7255991258257437e-43,1.4152349082345402e-22,2.931178367883919e-14,0.19411856518887055,0.2599599041723037
IDPC_Reproduction_mm_random/Chapter3/ricci_phase_sync_summary.csv,control,26,0.6941431526688344,0.7137960719170673,38.99100041364333,37.23701555256547,1.5530392132431694e-43,1.1321879265876322e-22,2.6380605310955273e-14,0.9888462540625842,0.9661309830645303,0.9243483859335336,2.5855618593965635,3.107066162751906,3.3970480102649483,0.2745299145299145,0.1747067086699835,0.2553846153846154,0.20796792333784295,1.7255991258257437e-43,1.4152349082345402e-22,2.931178367883919e-14,0.19411856518887055,0.2599599041723037
IDPC_Reproduction_mm_reverse/Chapter3/ricci_phase_sync_summary.csv,control,26,0.6941431526688344,0.7137960719170673,38.99100041364333,37.23701555256547,1.5530392132431694e-43,1.1321879265876322e-22,2.6380605310955273e-14,0.9888462540625842,0.9661309830645303,0.9243483859335336,2.5855618593965635,3.107066162751906,3.3970480102649483,0.2745299145299145,0.1747067086699835,0.2553846153846154,0.20796792333784295,1.7255991258257437e-43,1.4152349082345402e-22,2.931178367883919e-14,0.19411856518887055,0.2599599041723037
IDPC_Reproduction_mm_shift1/Chapter3/ricci_phase_sync_summary.csv,control,26,0.6941431526688344,0.7137960719170673,38.99100041364333,37.23701555256547,1.5530392132431694e-43,1.1321879265876322e-22,2.6380605310955273e-14,0.9888462540625842,0.9661309830645303,0.9243483859335336,2.5855618593965635,3.107066162751906,3.3970480102649483,0.2745299145299145,0.1747067086699835,0.2553846153846154,0.20796792333784295,1.7255991258257437e-43,1.4152349082345402e-22,2.931178367883919e-14,0.19411856518887055,0.2599599041723037
IDPC_Reproduction_random/Chapter3/ricci_phase_sync_summary.csv,control,26,0.669620691766035,0.6915439503162326,41.05220853232414,39.456599224461065,1.2956657348418773e-47,1.1321879265876322e-22,2.6380605310955273e-14,0.9914957006005418,0.9661309830645303,0.9243483859335336,3.1684179056250157,4.2885639159868,4.2885639159868,0.578119658119658,0.0019790957356408067,0.40307692307692305,0.041175298080336,6.478328674209386e-47,1.4152349082345402e-22,2.931178367883919e-14,0.019790957356408068,0.2599599041723037
IDPC_Reproduction_surrogate/Chapter3/ricci_phase_sync_summary.csv,control,26,0.775476266561337,0.7935847692442446,30.346246103728028,29.85457600867429,8.513214817421935e-43,1.7408219373250817e-22,3.520479301232894e-14,0.9888937532536776,0.9659258262890682,0.9238795325112866,3.6575584505964183,4.3705569041544265,4.640317453497859,0.481025641025641,0.012857018509186323,0.3442735042735042,0.08502973232932703,8.513214817421935e-43,1.9342465970278688e-22,3.520479301232894e-14,0.06428509254593162,0.2599599041723037
IDPC_Reproduction_surrogate_btc/Chapter3/ricci_phase_sync_summary.csv,control,26,0.8258357610258839,0.8331750564670619,23.700363182534247,23.308288894185573,9.910696545620857e-49,3.11065655541208e-23,1.1090697669612596e-14,0.991648202642366,0.9667461921684953,0.9257535214796078,2.733264682661586,3.154164658626904,3.154164658626904,0.24717948717948715,0.22345703339337153,0.23692307692307688,0.24387921837507223,9.910696545620858e-48,1.4152349082345402e-22,2.931178367883919e-14,0.2234570333933715,0.27097690930563584
IDPC_Reproduction_surrogate_spx/Chapter3/ricci_phase_sync_summary.csv,control,26,0.7621428810778853,0.7613039850823161,31.651638169069294,31.74540908359655,5.138306227166977e-45,2.2893876146917424e-21,2.609482050905862e-15,0.9850214349212992,0.959064805247279,0.92809068654694,3.6532415733480113,4.366365843130483,3.856114166844495,0.4352136752136752,0.02627529719349374,0.18769230769230769,0.3585271837429726,1.7127687423889923e-44,2.2893876146917424e-21,2.609482050905862e-14,0.08758432397831246,0.3585271837429726
backups/mm_original_state/Chapter3/ricci_phase_sync_summary.csv,other,26,0.6941431526688344,0.7137960719170673,38.99100041364333,37.23701555256547,1.5530392132431694e-43,1.1321879265876322e-22,2.6380605310955273e-14,0.9888462540625842,0.9661309830645303,0.9243483859335336,2.5855618593965635,3.107066162751906,3.3970480102649483,0.2745299145299145,0.1747067086699835,0.2553846153846154,0.20796792333784295,1.7255991258257437e-43,1.4152349082345402e-22,2.931178367883919e-14,0.19411856518887055,0.2599599041723037
