anchor_name,event_class,group_col,left_out,n_kept,best_basis,best_score,C10_score,C12_score,C24_score,C10_minus_C12,D24_minus_C12
utc_annual_orbital_phase,h_zero_crossing,event_date_utc,2026-02-01,1021,10,0.8413934049951215,0.8413934049951215,0.7466092620557281,0.7123072773182715,0.09478414293939341,-0.0343019847374566
utc_annual_orbital_phase,high_boundary_impulse_J,event_date_utc,2025-12-21,56,10,0.9049533402405097,0.9049533402405097,0.845013156428313,0.7991062255983099,0.05994018381219668,-0.04590693083000308
utc_annual_orbital_phase,high_boundary_impulse_J,event_date_utc,2025-12-25,51,10,0.9538187726348817,0.9538187726348817,0.9174893060192094,0.9247478864107395,0.03632946661567227,0.007258580391530045
utc_annual_orbital_phase,high_boundary_impulse_J,event_date_utc,2026-01-02,56,10,0.8997907588329119,0.8997907588329119,0.8357506241707094,0.7897898596728514,0.06404013466220249,-0.04596076449785802
utc_annual_orbital_phase,high_boundary_impulse_J,event_date_utc,2026-01-03,55,10,0.9079785825193664,0.9079785825193664,0.8483554636122951,0.8020018282785031,0.05962311890707128,-0.046353635333792
utc_annual_orbital_phase,high_boundary_impulse_J,event_date_utc,2026-01-31,24,10,0.8175480295271718,0.8175480295271718,0.6796430556374753,0.5741777920842988,0.13790497388969647,-0.10546526355317654
utc_annual_orbital_phase,high_boundary_impulse_J,event_date_utc,2026-02-01,43,10,0.8731804558262015,0.8731804558262015,0.7916343184019656,0.731109047126023,0.08154613742423589,-0.06052527127594265
utc_annual_orbital_phase,residual_contraction_low_distance,event_date_utc,2025-12-21,56,10,0.8838545967257678,0.8838545967257678,0.8162353997447127,0.779979429517303,0.06761919698105512,-0.03625597022740967
utc_annual_orbital_phase,residual_contraction_low_distance,event_date_utc,2025-12-25,52,10,0.9228477572417864,0.9228477572417864,0.8735380916062185,0.8816008774756321,0.04930966563556782,0.008062785869413558
utc_annual_orbital_phase,residual_contraction_low_distance,event_date_utc,2026-01-02,53,10,0.885941833989091,0.885941833989091,0.817524650313283,0.7755946005222858,0.06841718367580796,-0.04193004979099724
utc_annual_orbital_phase,residual_contraction_low_distance,event_date_utc,2026-01-03,55,10,0.8831390194046786,0.8831390194046786,0.8079691563703684,0.7742319476551447,0.07516986303431028,-0.03373720871522368
utc_annual_orbital_phase,residual_contraction_low_distance,event_date_utc,2026-01-04,55,10,0.8861290487949317,0.8861290487949317,0.8100223483136355,0.780223930237794,0.0761067004812962,-0.029798418075841493
utc_annual_orbital_phase,residual_contraction_low_distance,event_date_utc,2026-01-31,30,10,0.8049847302144074,0.8049847302144074,0.6903355640962499,0.6395825754154645,0.11464916611815756,-0.05075298868078537
utc_annual_orbital_phase,residual_contraction_low_distance,event_date_utc,2026-02-01,41,10,0.8359067313174464,0.8359067313174464,0.7500515875556927,0.6979822955177065,0.08585514376175374,-0.05206929203798616
utc_annual_orbital_phase,ricci_phase_sync_high_lock_session,event_date_utc,2025-12-21,6,10,0.8237993592760755,0.8237993592760755,0.7390734872223641,0.6449929610320448,0.0847258720537114,-0.09408052619031926
utc_annual_orbital_phase,ricci_phase_sync_high_lock_session,event_date_utc,2025-12-25,6,10,0.7973091393084641,0.7973091393084641,0.6804316574921025,0.7213590875302429,0.1168774818163616,0.04092743003814037
utc_annual_orbital_phase,ricci_phase_sync_high_lock_session,event_date_utc,2026-01-04,6,10,0.8430935452147199,0.8430935452147199,0.7074620957896345,0.6223256423451333,0.13563144942508543,-0.08513645344450116
utc_annual_orbital_phase,ricci_phase_sync_high_lock_session,event_date_utc,2026-01-31,4,10,0.6918733001765194,0.6918733001765194,0.5146623298616964,0.5651293935603625,0.17721097031482302,0.05046706369866616
utc_annual_orbital_phase,ricci_phase_sync_high_lock_session,event_date_utc,2026-02-01,6,10,0.7557507491129235,0.7557507491129235,0.6026045765725794,0.5366226987896372,0.15314617254034413,-0.06598187778294218
