topology_name,condition,null_index,n_nodes,n_directed_edges,null_model,carrier_score
"C8(1,2)",unseeded,45,8,32,degree-matched directed random graph,0.6707528075467215
"C8(1,2)",unseeded,46,8,32,degree-matched directed random graph,0.6710292319923965
"C8(1,2)",unseeded,47,8,32,degree-matched directed random graph,0.6651912441729863
"C8(1,2)",unseeded,48,8,32,degree-matched directed random graph,0.6548637360529619
"C8(1,2)",unseeded,49,8,32,degree-matched directed random graph,0.668852790680816
"C8(1,2)",unseeded,50,8,32,degree-matched directed random graph,0.6883977330910794
"C8(1,2)",unseeded,51,8,32,degree-matched directed random graph,0.6815885985758386
"C8(1,2)",unseeded,52,8,32,degree-matched directed random graph,0.65676347870121
"C8(1,2)",unseeded,53,8,32,degree-matched directed random graph,0.6408137744657402
"C8(1,2)",unseeded,54,8,32,degree-matched directed random graph,0.6616600171605683
"C8(1,2)",unseeded,55,8,32,degree-matched directed random graph,0.681963849261572
"C8(1,2)",unseeded,56,8,32,degree-matched directed random graph,0.6743243521330065
"C8(1,2)",unseeded,57,8,32,degree-matched directed random graph,0.6629284012563996
"C8(1,2)",unseeded,58,8,32,degree-matched directed random graph,0.656556643402432
"C8(1,2)",unseeded,59,8,32,degree-matched directed random graph,0.6441888842865048
"C8(1,2)",unseeded,60,8,32,degree-matched directed random graph,0.6644746760666436
"C8(1,2)",unseeded,61,8,32,degree-matched directed random graph,0.6712420273996298
"C8(1,2)",unseeded,62,8,32,degree-matched directed random graph,0.6624450684275344
"C8(1,2)",unseeded,63,8,32,degree-matched directed random graph,0.6858766089341426
"C8(1,2)",unseeded,64,8,32,degree-matched directed random graph,0.6609782663201033
"C8(1,2)",unseeded,65,8,32,degree-matched directed random graph,0.6696612865530395
"C8(1,2)",unseeded,66,8,32,degree-matched directed random graph,0.6603153944561393
"C8(1,2)",unseeded,67,8,32,degree-matched directed random graph,0.6608759361758508
"C8(1,2)",unseeded,68,8,32,degree-matched directed random graph,0.6891699599439765
"C8(1,2)",unseeded,69,8,32,degree-matched directed random graph,0.6777405148798842
"C8(1,2)",unseeded,70,8,32,degree-matched directed random graph,0.6857694628467811
"C8(1,2)",unseeded,71,8,32,degree-matched directed random graph,0.6789474464713408
"C8(1,2)",unseeded,72,8,32,degree-matched directed random graph,0.6804697017887212
"C8(1,2)",unseeded,73,8,32,degree-matched directed random graph,0.6693688768627972
"C8(1,2)",unseeded,74,8,32,degree-matched directed random graph,0.6640181544182561
"C8(1,2)",unseeded,75,8,32,degree-matched directed random graph,0.6704046360489784
"C8(1,2)",unseeded,76,8,32,degree-matched directed random graph,0.6618617613117665
"C8(1,2)",unseeded,77,8,32,degree-matched directed random graph,0.6647508710699747
"C8(1,2)",unseeded,78,8,32,degree-matched directed random graph,0.6674180264948222
"C8(1,2)",unseeded,79,8,32,degree-matched directed random graph,0.6772564953984876
"C8(1,2)",seeded,0,8,32,degree-matched directed random graph,0.6419408202663801
"C8(1,2)",seeded,1,8,32,degree-matched directed random graph,0.6453078512966032
"C8(1,2)",seeded,2,8,32,degree-matched directed random graph,0.744071405962557
"C8(1,2)",seeded,3,8,32,degree-matched directed random graph,0.7099674118145722
"C8(1,2)",seeded,4,8,32,degree-matched directed random graph,0.6954322458227888
"C8(1,2)",seeded,5,8,32,degree-matched directed random graph,0.6479260340453081
"C8(1,2)",seeded,6,8,32,degree-matched directed random graph,0.6799376211036026
"C8(1,2)",seeded,7,8,32,degree-matched directed random graph,0.6648269995986074
"C8(1,2)",seeded,8,8,32,degree-matched directed random graph,0.6669846997157018
"C8(1,2)",seeded,9,8,32,degree-matched directed random graph,0.7050214867751627
"C8(1,2)",seeded,10,8,32,degree-matched directed random graph,0.6634832592600782
"C8(1,2)",seeded,11,8,32,degree-matched directed random graph,0.69549960536038
"C8(1,2)",seeded,12,8,32,degree-matched directed random graph,0.6327529329663636
"C8(1,2)",seeded,13,8,32,degree-matched directed random graph,0.6192378284417512
"C8(1,2)",seeded,14,8,32,degree-matched directed random graph,0.6573820345827432
"C8(1,2)",seeded,15,8,32,degree-matched directed random graph,0.7317388831053323
"C8(1,2)",seeded,16,8,32,degree-matched directed random graph,0.6340606228082963
"C8(1,2)",seeded,17,8,32,degree-matched directed random graph,0.7138265054553269
"C8(1,2)",seeded,18,8,32,degree-matched directed random graph,0.7024211513379874
"C8(1,2)",seeded,19,8,32,degree-matched directed random graph,0.6452741889078211
"C8(1,2)",seeded,20,8,32,degree-matched directed random graph,0.7232282073603515
"C8(1,2)",seeded,21,8,32,degree-matched directed random graph,0.6666294753101567
"C8(1,2)",seeded,22,8,32,degree-matched directed random graph,0.6659931138142529
"C8(1,2)",seeded,23,8,32,degree-matched directed random graph,0.6802794308574189
"C8(1,2)",seeded,24,8,32,degree-matched directed random graph,0.6871475528819854
"C8(1,2)",seeded,25,8,32,degree-matched directed random graph,0.6604735509050805
"C8(1,2)",seeded,26,8,32,degree-matched directed random graph,0.6585074271152864
"C8(1,2)",seeded,27,8,32,degree-matched directed random graph,0.6555797702265196
"C8(1,2)",seeded,28,8,32,degree-matched directed random graph,0.6340084665883379
"C8(1,2)",seeded,29,8,32,degree-matched directed random graph,0.6602560927681036
"C8(1,2)",seeded,30,8,32,degree-matched directed random graph,0.650742781007903
"C8(1,2)",seeded,31,8,32,degree-matched directed random graph,0.6589749120549386
"C8(1,2)",seeded,32,8,32,degree-matched directed random graph,0.6454842072783459
"C8(1,2)",seeded,33,8,32,degree-matched directed random graph,0.6247041413016843
"C8(1,2)",seeded,34,8,32,degree-matched directed random graph,0.6357119833801445
"C8(1,2)",seeded,35,8,32,degree-matched directed random graph,0.6775413962678442
"C8(1,2)",seeded,36,8,32,degree-matched directed random graph,0.6563669907864201
"C8(1,2)",seeded,37,8,32,degree-matched directed random graph,0.6578980532753776
"C8(1,2)",seeded,38,8,32,degree-matched directed random graph,0.6394821671531352
"C8(1,2)",seeded,39,8,32,degree-matched directed random graph,0.6774743308707736
"C8(1,2)",seeded,40,8,32,degree-matched directed random graph,0.6294785246273233
"C8(1,2)",seeded,41,8,32,degree-matched directed random graph,0.6748982689624368
"C8(1,2)",seeded,42,8,32,degree-matched directed random graph,0.6506124707058641
"C8(1,2)",seeded,43,8,32,degree-matched directed random graph,0.6491566048500036
"C8(1,2)",seeded,44,8,32,degree-matched directed random graph,0.6450470640430741
"C8(1,2)",seeded,45,8,32,degree-matched directed random graph,0.6947096269040975
"C8(1,2)",seeded,46,8,32,degree-matched directed random graph,0.691945435253381
"C8(1,2)",seeded,47,8,32,degree-matched directed random graph,0.630660470954232
"C8(1,2)",seeded,48,8,32,degree-matched directed random graph,0.6450729510554541
"C8(1,2)",seeded,49,8,32,degree-matched directed random graph,0.6248038918795285
"C8(1,2)",seeded,50,8,32,degree-matched directed random graph,0.6294312834994861
"C8(1,2)",seeded,51,8,32,degree-matched directed random graph,0.6827386881128643
"C8(1,2)",seeded,52,8,32,degree-matched directed random graph,0.6601838269780205
"C8(1,2)",seeded,53,8,32,degree-matched directed random graph,0.7131908600459277
"C8(1,2)",seeded,54,8,32,degree-matched directed random graph,0.6469257602737967
"C8(1,2)",seeded,55,8,32,degree-matched directed random graph,0.6538860302138978
"C8(1,2)",seeded,56,8,32,degree-matched directed random graph,0.6616300044020129
"C8(1,2)",seeded,57,8,32,degree-matched directed random graph,0.6557516283853235
"C8(1,2)",seeded,58,8,32,degree-matched directed random graph,0.6997649954767631
"C8(1,2)",seeded,59,8,32,degree-matched directed random graph,0.7299065196310686
"C8(1,2)",seeded,60,8,32,degree-matched directed random graph,0.6290714063536064
"C8(1,2)",seeded,61,8,32,degree-matched directed random graph,0.655232513004877
"C8(1,2)",seeded,62,8,32,degree-matched directed random graph,0.6693685580712033
"C8(1,2)",seeded,63,8,32,degree-matched directed random graph,0.6548089188355737
"C8(1,2)",seeded,64,8,32,degree-matched directed random graph,0.6924663250336296
"C8(1,2)",seeded,65,8,32,degree-matched directed random graph,0.6998860978198498
"C8(1,2)",seeded,66,8,32,degree-matched directed random graph,0.6921914486196529
"C8(1,2)",seeded,67,8,32,degree-matched directed random graph,0.6577290294486405
"C8(1,2)",seeded,68,8,32,degree-matched directed random graph,0.6578384102255844
"C8(1,2)",seeded,69,8,32,degree-matched directed random graph,0.6461390512245984
"C8(1,2)",seeded,70,8,32,degree-matched directed random graph,0.6566167882195245
"C8(1,2)",seeded,71,8,32,degree-matched directed random graph,0.6436992865030045
"C8(1,2)",seeded,72,8,32,degree-matched directed random graph,0.6758292478720049
"C8(1,2)",seeded,73,8,32,degree-matched directed random graph,0.6639162488157286
"C8(1,2)",seeded,74,8,32,degree-matched directed random graph,0.6434723472917365
"C8(1,2)",seeded,75,8,32,degree-matched directed random graph,0.7008618595937699
"C8(1,2)",seeded,76,8,32,degree-matched directed random graph,0.647243156690653
"C8(1,2)",seeded,77,8,32,degree-matched directed random graph,0.6662049814528054
"C8(1,2)",seeded,78,8,32,degree-matched directed random graph,0.7560851469179608
"C8(1,2)",seeded,79,8,32,degree-matched directed random graph,0.6477728390856868
C12(1),unseeded,0,12,12,degree-matched directed random graph,0.7477726237598312
C12(1),unseeded,1,12,12,degree-matched directed random graph,0.7515842010971274
C12(1),unseeded,2,12,12,degree-matched directed random graph,0.7391957253666951
C12(1),unseeded,3,12,12,degree-matched directed random graph,0.7202787467457085
C12(1),unseeded,4,12,12,degree-matched directed random graph,0.7432981669194203
C12(1),unseeded,5,12,12,degree-matched directed random graph,0.7477875815768539
C12(1),unseeded,6,12,12,degree-matched directed random graph,0.7147951066171278
C12(1),unseeded,7,12,12,degree-matched directed random graph,0.7281986764335345
C12(1),unseeded,8,12,12,degree-matched directed random graph,0.7178015464886788
C12(1),unseeded,9,12,12,degree-matched directed random graph,0.7328760514660526
C12(1),unseeded,10,12,12,degree-matched directed random graph,0.7362537385743949
C12(1),unseeded,11,12,12,degree-matched directed random graph,0.7411284854469214
C12(1),unseeded,12,12,12,degree-matched directed random graph,0.7281819523477722
C12(1),unseeded,13,12,12,degree-matched directed random graph,0.7392494041821017
C12(1),unseeded,14,12,12,degree-matched directed random graph,0.737589876034672
C12(1),unseeded,15,12,12,degree-matched directed random graph,0.7296789383544504
C12(1),unseeded,16,12,12,degree-matched directed random graph,0.7436979468448564
C12(1),unseeded,17,12,12,degree-matched directed random graph,0.71528580692774
C12(1),unseeded,18,12,12,degree-matched directed random graph,0.7158243550307771
C12(1),unseeded,19,12,12,degree-matched directed random graph,0.7422863532151028
C12(1),unseeded,20,12,12,degree-matched directed random graph,0.7414415958650984
C12(1),unseeded,21,12,12,degree-matched directed random graph,0.7310526095464678
C12(1),unseeded,22,12,12,degree-matched directed random graph,0.7433843948939939
C12(1),unseeded,23,12,12,degree-matched directed random graph,0.7213737855350375
C12(1),unseeded,24,12,12,degree-matched directed random graph,0.7458135671765279
C12(1),unseeded,25,12,12,degree-matched directed random graph,0.7401336934630048
C12(1),unseeded,26,12,12,degree-matched directed random graph,0.7279217067058292
C12(1),unseeded,27,12,12,degree-matched directed random graph,0.7263874364696885
C12(1),unseeded,28,12,12,degree-matched directed random graph,0.7221566067706915
C12(1),unseeded,29,12,12,degree-matched directed random graph,0.7410228726695713
C12(1),unseeded,30,12,12,degree-matched directed random graph,0.7187491517903488
C12(1),unseeded,31,12,12,degree-matched directed random graph,0.7304801557896188
C12(1),unseeded,32,12,12,degree-matched directed random graph,0.7442029412346994
C12(1),unseeded,33,12,12,degree-matched directed random graph,0.7402877110463988
C12(1),unseeded,34,12,12,degree-matched directed random graph,0.7333680703497168
C12(1),unseeded,35,12,12,degree-matched directed random graph,0.7299817692741655
C12(1),unseeded,36,12,12,degree-matched directed random graph,0.7247764877773241
C12(1),unseeded,37,12,12,degree-matched directed random graph,0.7320125508298769
C12(1),unseeded,38,12,12,degree-matched directed random graph,0.7405284268347343
C12(1),unseeded,39,12,12,degree-matched directed random graph,0.7383044160484685
C12(1),unseeded,40,12,12,degree-matched directed random graph,0.7493334330340589
C12(1),unseeded,41,12,12,degree-matched directed random graph,0.7223778662178579
C12(1),unseeded,42,12,12,degree-matched directed random graph,0.7253549962931073
C12(1),unseeded,43,12,12,degree-matched directed random graph,0.7252298275247313
C12(1),unseeded,44,12,12,degree-matched directed random graph,0.7452219992178419
C12(1),unseeded,45,12,12,degree-matched directed random graph,0.7360668930462898
C12(1),unseeded,46,12,12,degree-matched directed random graph,0.7233582683710078
C12(1),unseeded,47,12,12,degree-matched directed random graph,0.7397488088480025
C12(1),unseeded,48,12,12,degree-matched directed random graph,0.7158841660070041
C12(1),unseeded,49,12,12,degree-matched directed random graph,0.7236367355167824
C12(1),unseeded,50,12,12,degree-matched directed random graph,0.7085377656115629
C12(1),unseeded,51,12,12,degree-matched directed random graph,0.7322023029305048
C12(1),unseeded,52,12,12,degree-matched directed random graph,0.7214013645441728
C12(1),unseeded,53,12,12,degree-matched directed random graph,0.7472577639611653
C12(1),unseeded,54,12,12,degree-matched directed random graph,0.743728718235974
C12(1),unseeded,55,12,12,degree-matched directed random graph,0.7221895683474703
C12(1),unseeded,56,12,12,degree-matched directed random graph,0.7300752638492167
C12(1),unseeded,57,12,12,degree-matched directed random graph,0.7235765754027129
C12(1),unseeded,58,12,12,degree-matched directed random graph,0.7101103661468455
C12(1),unseeded,59,12,12,degree-matched directed random graph,0.732540204692692
C12(1),unseeded,60,12,12,degree-matched directed random graph,0.7337167111653125
C12(1),unseeded,61,12,12,degree-matched directed random graph,0.7295960568839072
C12(1),unseeded,62,12,12,degree-matched directed random graph,0.7481488091909444
C12(1),unseeded,63,12,12,degree-matched directed random graph,0.7046611489319792
C12(1),unseeded,64,12,12,degree-matched directed random graph,0.7152332491011665
C12(1),unseeded,65,12,12,degree-matched directed random graph,0.7406039175337293
C12(1),unseeded,66,12,12,degree-matched directed random graph,0.7179831858291325
C12(1),unseeded,67,12,12,degree-matched directed random graph,0.7249891393026804
C12(1),unseeded,68,12,12,degree-matched directed random graph,0.7451172783849322
C12(1),unseeded,69,12,12,degree-matched directed random graph,0.746874425371606
C12(1),unseeded,70,12,12,degree-matched directed random graph,0.7323292383400893
C12(1),unseeded,71,12,12,degree-matched directed random graph,0.7253087299280689
C12(1),unseeded,72,12,12,degree-matched directed random graph,0.7344159680296747
C12(1),unseeded,73,12,12,degree-matched directed random graph,0.7416874381618674
C12(1),unseeded,74,12,12,degree-matched directed random graph,0.7455059247405718
C12(1),unseeded,75,12,12,degree-matched directed random graph,0.7247943848535071
C12(1),unseeded,76,12,12,degree-matched directed random graph,0.742181002392588
C12(1),unseeded,77,12,12,degree-matched directed random graph,0.7245373578887937
C12(1),unseeded,78,12,12,degree-matched directed random graph,0.7274687357182691
C12(1),unseeded,79,12,12,degree-matched directed random graph,0.730206778316035
C12(1),seeded,0,12,12,degree-matched directed random graph,0.7283148066605618
C12(1),seeded,1,12,12,degree-matched directed random graph,0.7440004919208646
C12(1),seeded,2,12,12,degree-matched directed random graph,0.8026794480960877
C12(1),seeded,3,12,12,degree-matched directed random graph,0.7059186226599384
C12(1),seeded,4,12,12,degree-matched directed random graph,0.719833595486432
C12(1),seeded,5,12,12,degree-matched directed random graph,0.8085773173835052
C12(1),seeded,6,12,12,degree-matched directed random graph,0.7197416129822175
C12(1),seeded,7,12,12,degree-matched directed random graph,0.7234625515048944
C12(1),seeded,8,12,12,degree-matched directed random graph,0.7367653966065587
C12(1),seeded,9,12,12,degree-matched directed random graph,0.737688613714232
C12(1),seeded,10,12,12,degree-matched directed random graph,0.7217906102028298
C12(1),seeded,11,12,12,degree-matched directed random graph,0.7190189094893333
C12(1),seeded,12,12,12,degree-matched directed random graph,0.732044412653112
C12(1),seeded,13,12,12,degree-matched directed random graph,0.7887968584243533
C12(1),seeded,14,12,12,degree-matched directed random graph,0.6840578421692519
C12(1),seeded,15,12,12,degree-matched directed random graph,0.7191795463011952
C12(1),seeded,16,12,12,degree-matched directed random graph,0.7058110947505972
C12(1),seeded,17,12,12,degree-matched directed random graph,0.7302016611767549
C12(1),seeded,18,12,12,degree-matched directed random graph,0.7291565995310936
C12(1),seeded,19,12,12,degree-matched directed random graph,0.7626455684769826
C12(1),seeded,20,12,12,degree-matched directed random graph,0.7113974836231164
C12(1),seeded,21,12,12,degree-matched directed random graph,0.8004062255327427
C12(1),seeded,22,12,12,degree-matched directed random graph,0.7282854282274536
C12(1),seeded,23,12,12,degree-matched directed random graph,0.7305921208599611
C12(1),seeded,24,12,12,degree-matched directed random graph,0.7095611016903808
C12(1),seeded,25,12,12,degree-matched directed random graph,0.7166048440285513
C12(1),seeded,26,12,12,degree-matched directed random graph,0.7866865318230116
C12(1),seeded,27,12,12,degree-matched directed random graph,0.7099222256126438
C12(1),seeded,28,12,12,degree-matched directed random graph,0.7258700526535058
C12(1),seeded,29,12,12,degree-matched directed random graph,0.7019133341436661
C12(1),seeded,30,12,12,degree-matched directed random graph,0.7268912273949721
C12(1),seeded,31,12,12,degree-matched directed random graph,0.7124183023509404
C12(1),seeded,32,12,12,degree-matched directed random graph,0.7221151438621416
C12(1),seeded,33,12,12,degree-matched directed random graph,0.7410347766100202
C12(1),seeded,34,12,12,degree-matched directed random graph,0.7335386147209245
C12(1),seeded,35,12,12,degree-matched directed random graph,0.7142852748006863
C12(1),seeded,36,12,12,degree-matched directed random graph,0.7481315166620635
C12(1),seeded,37,12,12,degree-matched directed random graph,0.7293612015547488
C12(1),seeded,38,12,12,degree-matched directed random graph,0.7352769310181222
C12(1),seeded,39,12,12,degree-matched directed random graph,0.79026574498121
C12(1),seeded,40,12,12,degree-matched directed random graph,0.719754581953147
C12(1),seeded,41,12,12,degree-matched directed random graph,0.7222396642020492
C12(1),seeded,42,12,12,degree-matched directed random graph,0.7538177145718683
C12(1),seeded,43,12,12,degree-matched directed random graph,0.7524560458540182
C12(1),seeded,44,12,12,degree-matched directed random graph,0.812265400691038
C12(1),seeded,45,12,12,degree-matched directed random graph,0.7333230573313655
C12(1),seeded,46,12,12,degree-matched directed random graph,0.7375485292600976
C12(1),seeded,47,12,12,degree-matched directed random graph,0.7371915876610163
C12(1),seeded,48,12,12,degree-matched directed random graph,0.7245500302679669
C12(1),seeded,49,12,12,degree-matched directed random graph,0.7403343221095018
C12(1),seeded,50,12,12,degree-matched directed random graph,0.7289595703648858
C12(1),seeded,51,12,12,degree-matched directed random graph,0.7346008718082989
C12(1),seeded,52,12,12,degree-matched directed random graph,0.7441263861600247
C12(1),seeded,53,12,12,degree-matched directed random graph,0.7386788231165118
C12(1),seeded,54,12,12,degree-matched directed random graph,0.7286216517940414
C12(1),seeded,55,12,12,degree-matched directed random graph,0.8004007057752396
C12(1),seeded,56,12,12,degree-matched directed random graph,0.7138648314993712
C12(1),seeded,57,12,12,degree-matched directed random graph,0.7459810390285568
C12(1),seeded,58,12,12,degree-matched directed random graph,0.7221724817581613
C12(1),seeded,59,12,12,degree-matched directed random graph,0.736528969638661
C12(1),seeded,60,12,12,degree-matched directed random graph,0.7224310821939819
C12(1),seeded,61,12,12,degree-matched directed random graph,0.7531603237535144
C12(1),seeded,62,12,12,degree-matched directed random graph,0.7224415348073892
C12(1),seeded,63,12,12,degree-matched directed random graph,0.7328660323302744
C12(1),seeded,64,12,12,degree-matched directed random graph,0.7090845552598773
C12(1),seeded,65,12,12,degree-matched directed random graph,0.742900510745139
C12(1),seeded,66,12,12,degree-matched directed random graph,0.7130213595604764
C12(1),seeded,67,12,12,degree-matched directed random graph,0.7991163324466777
C12(1),seeded,68,12,12,degree-matched directed random graph,0.6972376137146783
C12(1),seeded,69,12,12,degree-matched directed random graph,0.7226120098683714
C12(1),seeded,70,12,12,degree-matched directed random graph,0.7546256335434538
C12(1),seeded,71,12,12,degree-matched directed random graph,0.7439146883099694
C12(1),seeded,72,12,12,degree-matched directed random graph,0.736677677307512
C12(1),seeded,73,12,12,degree-matched directed random graph,0.7308937574405453
C12(1),seeded,74,12,12,degree-matched directed random graph,0.7681274600004614
C12(1),seeded,75,12,12,degree-matched directed random graph,0.6981872897686022
C12(1),seeded,76,12,12,degree-matched directed random graph,0.7165244424001478
C12(1),seeded,77,12,12,degree-matched directed random graph,0.7218085631347902
C12(1),seeded,78,12,12,degree-matched directed random graph,0.732337229096289
C12(1),seeded,79,12,12,degree-matched directed random graph,0.7286068422484604
"C12(1,2)",unseeded,0,12,48,degree-matched directed random graph,0.6767348737675019
"C12(1,2)",unseeded,1,12,48,degree-matched directed random graph,0.673236037564797
"C12(1,2)",unseeded,2,12,48,degree-matched directed random graph,0.6781787680592501
"C12(1,2)",unseeded,3,12,48,degree-matched directed random graph,0.670339985689178
"C12(1,2)",unseeded,4,12,48,degree-matched directed random graph,0.6789948342787961
"C12(1,2)",unseeded,5,12,48,degree-matched directed random graph,0.6777709506628008
"C12(1,2)",unseeded,6,12,48,degree-matched directed random graph,0.6890590798822775
"C12(1,2)",unseeded,7,12,48,degree-matched directed random graph,0.6770521266846523
"C12(1,2)",unseeded,8,12,48,degree-matched directed random graph,0.6823682030913681
"C12(1,2)",unseeded,9,12,48,degree-matched directed random graph,0.6653155825840995
"C12(1,2)",unseeded,10,12,48,degree-matched directed random graph,0.6757338958239963
"C12(1,2)",unseeded,11,12,48,degree-matched directed random graph,0.6979222099512189
"C12(1,2)",unseeded,12,12,48,degree-matched directed random graph,0.6742130891419447
"C12(1,2)",unseeded,13,12,48,degree-matched directed random graph,0.678188432973282
"C12(1,2)",unseeded,14,12,48,degree-matched directed random graph,0.674592680675324
"C12(1,2)",unseeded,15,12,48,degree-matched directed random graph,0.667081538810005
"C12(1,2)",unseeded,16,12,48,degree-matched directed random graph,0.6785959862625026
"C12(1,2)",unseeded,17,12,48,degree-matched directed random graph,0.6804081193113852
"C12(1,2)",unseeded,18,12,48,degree-matched directed random graph,0.6931073939603969
"C12(1,2)",unseeded,19,12,48,degree-matched directed random graph,0.6987847699759534
"C12(1,2)",unseeded,20,12,48,degree-matched directed random graph,0.6922812413949447
"C12(1,2)",unseeded,21,12,48,degree-matched directed random graph,0.6690505330577199
"C12(1,2)",unseeded,22,12,48,degree-matched directed random graph,0.6582018295911248
"C12(1,2)",unseeded,23,12,48,degree-matched directed random graph,0.6722686899862204
"C12(1,2)",unseeded,24,12,48,degree-matched directed random graph,0.6786371593176428
"C12(1,2)",unseeded,25,12,48,degree-matched directed random graph,0.6707065297031302
"C12(1,2)",unseeded,26,12,48,degree-matched directed random graph,0.683410660128172
"C12(1,2)",unseeded,27,12,48,degree-matched directed random graph,0.6663609248190052
"C12(1,2)",unseeded,28,12,48,degree-matched directed random graph,0.704588420839009
"C12(1,2)",unseeded,29,12,48,degree-matched directed random graph,0.6804175006952743
"C12(1,2)",unseeded,30,12,48,degree-matched directed random graph,0.6724856022911985
"C12(1,2)",unseeded,31,12,48,degree-matched directed random graph,0.6773486444233472
"C12(1,2)",unseeded,32,12,48,degree-matched directed random graph,0.7082981899030149
"C12(1,2)",unseeded,33,12,48,degree-matched directed random graph,0.6742342699371805
"C12(1,2)",unseeded,34,12,48,degree-matched directed random graph,0.6667355944829552
"C12(1,2)",unseeded,35,12,48,degree-matched directed random graph,0.6926084232843446
"C12(1,2)",unseeded,36,12,48,degree-matched directed random graph,0.6751029574314267
"C12(1,2)",unseeded,37,12,48,degree-matched directed random graph,0.6888924747510379
"C12(1,2)",unseeded,38,12,48,degree-matched directed random graph,0.6739491049083826
"C12(1,2)",unseeded,39,12,48,degree-matched directed random graph,0.6794534676925847
"C12(1,2)",unseeded,40,12,48,degree-matched directed random graph,0.6671102517130626
"C12(1,2)",unseeded,41,12,48,degree-matched directed random graph,0.6693347607903197
"C12(1,2)",unseeded,42,12,48,degree-matched directed random graph,0.6706829686818442
"C12(1,2)",unseeded,43,12,48,degree-matched directed random graph,0.6721058063543144
"C12(1,2)",unseeded,44,12,48,degree-matched directed random graph,0.6676343329164242
"C12(1,2)",unseeded,45,12,48,degree-matched directed random graph,0.6791108625572054
"C12(1,2)",unseeded,46,12,48,degree-matched directed random graph,0.6677264064041116
"C12(1,2)",unseeded,47,12,48,degree-matched directed random graph,0.6799476769896708
"C12(1,2)",unseeded,48,12,48,degree-matched directed random graph,0.6546818614679879
"C12(1,2)",unseeded,49,12,48,degree-matched directed random graph,0.6866918636803803
"C12(1,2)",unseeded,50,12,48,degree-matched directed random graph,0.6882187166837765
"C12(1,2)",unseeded,51,12,48,degree-matched directed random graph,0.6758594509541738
"C12(1,2)",unseeded,52,12,48,degree-matched directed random graph,0.6726289170508485
"C12(1,2)",unseeded,53,12,48,degree-matched directed random graph,0.6958780422344577
"C12(1,2)",unseeded,54,12,48,degree-matched directed random graph,0.6737456892059573
"C12(1,2)",unseeded,55,12,48,degree-matched directed random graph,0.6725072689884073
"C12(1,2)",unseeded,56,12,48,degree-matched directed random graph,0.6741156558887582
"C12(1,2)",unseeded,57,12,48,degree-matched directed random graph,0.6784349162514027
"C12(1,2)",unseeded,58,12,48,degree-matched directed random graph,0.6844897289926417
"C12(1,2)",unseeded,59,12,48,degree-matched directed random graph,0.6754509647264405
"C12(1,2)",unseeded,60,12,48,degree-matched directed random graph,0.6734885729707772
"C12(1,2)",unseeded,61,12,48,degree-matched directed random graph,0.6883100334242612
"C12(1,2)",unseeded,62,12,48,degree-matched directed random graph,0.673629579834043
"C12(1,2)",unseeded,63,12,48,degree-matched directed random graph,0.6692850598240773
"C12(1,2)",unseeded,64,12,48,degree-matched directed random graph,0.6704128841794625
"C12(1,2)",unseeded,65,12,48,degree-matched directed random graph,0.6735566062984117
"C12(1,2)",unseeded,66,12,48,degree-matched directed random graph,0.6725323527250652
"C12(1,2)",unseeded,67,12,48,degree-matched directed random graph,0.7060384733542192
"C12(1,2)",unseeded,68,12,48,degree-matched directed random graph,0.6944252474050064
"C12(1,2)",unseeded,69,12,48,degree-matched directed random graph,0.6787178065774444
"C12(1,2)",unseeded,70,12,48,degree-matched directed random graph,0.6759278733802334
"C12(1,2)",unseeded,71,12,48,degree-matched directed random graph,0.681982341523359
"C12(1,2)",unseeded,72,12,48,degree-matched directed random graph,0.6685893425235003
"C12(1,2)",unseeded,73,12,48,degree-matched directed random graph,0.6778526138615935
"C12(1,2)",unseeded,74,12,48,degree-matched directed random graph,0.6751683890001355
"C12(1,2)",unseeded,75,12,48,degree-matched directed random graph,0.6875977542478533
"C12(1,2)",unseeded,76,12,48,degree-matched directed random graph,0.6851036510271876
"C12(1,2)",unseeded,77,12,48,degree-matched directed random graph,0.685159250472552
"C12(1,2)",unseeded,78,12,48,degree-matched directed random graph,0.6731304968318045
"C12(1,2)",unseeded,79,12,48,degree-matched directed random graph,0.6750602956971306
"C12(1,2)",seeded,0,12,48,degree-matched directed random graph,0.6932535289131916
"C12(1,2)",seeded,1,12,48,degree-matched directed random graph,0.6740369016093234
"C12(1,2)",seeded,2,12,48,degree-matched directed random graph,0.6822971513360494
"C12(1,2)",seeded,3,12,48,degree-matched directed random graph,0.6976072429305963
"C12(1,2)",seeded,4,12,48,degree-matched directed random graph,0.7733474477094398
"C12(1,2)",seeded,5,12,48,degree-matched directed random graph,0.669246684487965
"C12(1,2)",seeded,6,12,48,degree-matched directed random graph,0.6876157195642533
"C12(1,2)",seeded,7,12,48,degree-matched directed random graph,0.7598441713457157
"C12(1,2)",seeded,8,12,48,degree-matched directed random graph,0.7624326834648455
"C12(1,2)",seeded,9,12,48,degree-matched directed random graph,0.6639159645033748
"C12(1,2)",seeded,10,12,48,degree-matched directed random graph,0.6702541564674771
"C12(1,2)",seeded,11,12,48,degree-matched directed random graph,0.666244750005055
"C12(1,2)",seeded,12,12,48,degree-matched directed random graph,0.6446781792399355
"C12(1,2)",seeded,13,12,48,degree-matched directed random graph,0.6507796233917071
"C12(1,2)",seeded,14,12,48,degree-matched directed random graph,0.7256254771662561
