source_file,sequence_id,state_column,status,ladder_name,n_perm,exclusion_reason,n_events,n_states,n_unordered_nonself_pairs,n_directed_nonself_pairs,self_transition_rate,transition_entropy_norm,ladder_distance,null_mean,null_sd,z_score,raw_p,fdr_q
IDPC_Reproduction_random/event_level_with_fes_phase_TRUE_RICCI.csv,P24,fes_phase,tested,5-10-20,1000.0,,4.0,4.0,3.0,3.0,0.0,0.9999999999972693,0.5833333333333334,0.5833333333333334,0.0,,1.0,1.0
IDPC_Reproduction_random/event_level_with_fes_phase_TRUE_RICCI.csv,P25,fes_phase,excluded,,,fewer than 4 non-null states,,,,,,,,,,,,
IDPC_Reproduction_random/event_level_with_fes_phase_TRUE_RICCI.csv,P3,fes_phase,tested,5-10-20,1000.0,,4.0,4.0,3.0,3.0,0.0,0.9999999999972693,0.5833333333333334,0.5833333333333334,0.0,,1.0,1.0
IDPC_Reproduction_random/event_level_with_fes_phase_TRUE_RICCI.csv,P4,fes_phase,excluded,,,fewer than 4 non-null states,,,,,,,,,,,,
IDPC_Reproduction_random/event_level_with_fes_phase_TRUE_RICCI.csv,P6,fes_phase,excluded,,,fewer than 4 non-null states,,,,,,,,,,,,
IDPC_Reproduction_random/event_level_with_fes_phase_TRUE_RICCI.csv,P7,fes_phase,tested,5-10-20,1000.0,,4.0,4.0,3.0,3.0,0.0,0.9999999999972693,0.5833333333333334,0.5833333333333334,0.0,,1.0,1.0
IDPC_Reproduction_random/event_level_with_fes_phase_TRUE_RICCI.csv,P9,fes_phase,tested,5-10-20,1000.0,,4.0,3.0,3.0,3.0,0.0,0.9999999999972693,0.65,0.6855166666666667,0.017614356171063966,2.016347706481134,0.16783216783216784,1.0
IDPC_Reproduction_surrogate/event_level_with_fes_phase_TRUE_RICCI.csv,,,excluded,,,no fes_phase or cluster column,,,,,,,,,,,,
IDPC_Reproduction_surrogate_btc/event_level_with_fes_phase_TRUE_RICCI.csv,,,excluded,,,no fes_phase or cluster column,,,,,,,,,,,,
IDPC_Reproduction_surrogate_spx/event_level_with_fes_phase_TRUE_RICCI.csv,,,excluded,,,no fes_phase or cluster column,,,,,,,,,,,,
backups/mm_fullnb_derangement/event_level_with_fes_phase_TRUE_RICCI.csv,P1,fes_phase,tested,5-10-20,1000.0,,9.0,4.0,4.0,5.0,0.375,0.9795697645434637,0.5166666666666667,0.49733333333333335,0.03227550735529511,-0.5990094321526305,0.8141858141858141,1.0
backups/mm_fullnb_derangement/event_level_with_fes_phase_TRUE_RICCI.csv,P10,fes_phase,tested,5-10-20,1000.0,,8.0,5.0,5.0,5.0,0.2857142857142857,0.97550375900276,0.4166666666666667,0.40445000000000003,0.030600844587482297,-0.39922645375820937,0.7712287712287712,1.0
backups/mm_fullnb_derangement/event_level_with_fes_phase_TRUE_RICCI.csv,P11,fes_phase,tested,5-10-20,1000.0,,14.0,5.0,6.0,8.0,0.3076923076923077,0.9807239409372542,0.3333333333333333,0.30195,0.04292093164226175,-0.7311894717222767,0.8271728271728271,1.0
backups/mm_fullnb_derangement/event_level_with_fes_phase_TRUE_RICCI.csv,P12,fes_phase,tested,5-10-20,1000.0,,4.0,3.0,2.0,3.0,0.0,0.9999999999972693,0.6833333333333335,0.6871499999999999,0.017107605623528106,0.22309765321088554,0.47952047952047955,1.0
backups/mm_fullnb_derangement/event_level_with_fes_phase_TRUE_RICCI.csv,P13,fes_phase,tested,5-10-20,1000.0,,15.0,5.0,9.0,10.0,0.0714285714285714,0.9766874637057402,0.19999999999999998,0.26525,0.047181060197183135,1.3829701945505593,0.07092907092907093,1.0
backups/mm_fullnb_derangement/event_level_with_fes_phase_TRUE_RICCI.csv,P14,fes_phase,tested,5-10-20,1000.0,,9.0,4.0,4.0,6.0,0.25,0.9999999999961529,0.5,0.49789999999999995,0.033690627654068106,-0.06233187524918295,0.6223776223776224,1.0
backups/mm_fullnb_derangement/event_level_with_fes_phase_TRUE_RICCI.csv,P15,fes_phase,tested,5-10-20,1000.0,,8.0,5.0,6.0,7.0,0.0,0.9999999999964029,0.35000000000000003,0.3911,0.0352819017396759,1.1649031932363607,0.2177822177822178,1.0
backups/mm_fullnb_derangement/event_level_with_fes_phase_TRUE_RICCI.csv,P16,fes_phase,tested,5-10-20,1000.0,,12.0,5.0,5.0,8.0,0.09090909090909094,0.9766146686686171,0.3666666666666667,0.32239999999999996,0.04357145631188464,-1.0159556373283871,0.8661338661338661,1.0
backups/mm_fullnb_derangement/event_level_with_fes_phase_TRUE_RICCI.csv,P17,fes_phase,tested,5-10-20,1000.0,,6.0,4.0,3.0,4.0,0.19999999999999996,0.9999999999968934,0.5666666666666667,0.5429499999999999,0.027104303244419994,-0.8750148067926928,0.8651348651348651,1.0
backups/mm_fullnb_derangement/event_level_with_fes_phase_TRUE_RICCI.csv,P18,fes_phase,tested,5-10-20,1000.0,,14.0,5.0,6.0,10.0,0.07692307692307687,0.9807239409372542,0.3,0.29886666666666667,0.04148484184873224,-0.02731921547310789,0.5974025974025974,1.0
