idpc_structure,luke_structure,priority,candidate_file_pattern,matched_path,found,readable,n_rows_estimate,n_columns,columns,numeric_columns,matched_candidate_columns,missing_candidate_columns,eligibility_note
phi localized selection,normalized readout closure,high,Chapter7/true_search_train_only_vs_quantum.csv,IDPC_Reproduction_mm_derangement/Chapter7/true_search_train_only_vs_quantum.csv,True,True,150,8,cols; mode; mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,,deltaC_gain; dphi; phi; phi_clean; phi_latent; sharp,file found but no pre-registered candidate columns matched
phi localized selection,normalized readout closure,high,Chapter7/true_search_train_only_vs_quantum.csv,IDPC_Reproduction_mm_random/Chapter7/true_search_train_only_vs_quantum.csv,True,True,150,8,cols; mode; mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,,deltaC_gain; dphi; phi; phi_clean; phi_latent; sharp,file found but no pre-registered candidate columns matched
phi localized selection,normalized readout closure,high,Chapter7/true_search_train_only_vs_quantum.csv,IDPC_Reproduction_mm_reverse/Chapter7/true_search_train_only_vs_quantum.csv,True,True,150,8,cols; mode; mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,,deltaC_gain; dphi; phi; phi_clean; phi_latent; sharp,file found but no pre-registered candidate columns matched
phi localized selection,normalized readout closure,high,Chapter7/true_search_train_only_vs_quantum.csv,IDPC_Reproduction_mm_shift1/Chapter7/true_search_train_only_vs_quantum.csv,True,True,150,8,cols; mode; mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,,deltaC_gain; dphi; phi; phi_clean; phi_latent; sharp,file found but no pre-registered candidate columns matched
phi localized selection,normalized readout closure,high,Chapter7/true_search_train_only_vs_quantum.csv,IDPC_Reproduction_random/Chapter7/true_search_train_only_vs_quantum.csv,True,True,150,8,cols; mode; mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,,deltaC_gain; dphi; phi; phi_clean; phi_latent; sharp,file found but no pre-registered candidate columns matched
phi localized selection,normalized readout closure,high,Chapter7/true_search_train_only_vs_quantum.csv,IDPC_Reproduction_surrogate/Chapter7/true_search_train_only_vs_quantum.csv,True,True,150,8,cols; mode; mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,,deltaC_gain; dphi; phi; phi_clean; phi_latent; sharp,file found but no pre-registered candidate columns matched
phi localized selection,normalized readout closure,high,Chapter7/true_search_train_only_vs_quantum.csv,IDPC_Reproduction_surrogate_btc/Chapter7/true_search_train_only_vs_quantum.csv,True,True,150,8,cols; mode; mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,,deltaC_gain; dphi; phi; phi_clean; phi_latent; sharp,file found but no pre-registered candidate columns matched
phi localized selection,normalized readout closure,high,Chapter7/true_search_train_only_vs_quantum.csv,IDPC_Reproduction_surrogate_spx/Chapter7/true_search_train_only_vs_quantum.csv,True,True,150,8,cols; mode; mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,,deltaC_gain; dphi; phi; phi_clean; phi_latent; sharp,file found but no pre-registered candidate columns matched
phi localized selection,normalized readout closure,high,Chapter7/true_search_train_only_vs_quantum.csv,backups/mm_fullnb_derangement/Chapter7/true_search_train_only_vs_quantum.csv,True,True,150,8,cols; mode; mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,,deltaC_gain; dphi; phi; phi_clean; phi_latent; sharp,file found but no pre-registered candidate columns matched
phi localized selection,normalized readout closure,high,Chapter7/true_search_train_only_vs_quantum.csv,backups/mm_fullnb_random/Chapter7/true_search_train_only_vs_quantum.csv,True,True,150,8,cols; mode; mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,,deltaC_gain; dphi; phi; phi_clean; phi_latent; sharp,file found but no pre-registered candidate columns matched
phi localized selection,normalized readout closure,high,Chapter7/true_search_train_only_vs_quantum.csv,backups/mm_fullnb_reverse/Chapter7/true_search_train_only_vs_quantum.csv,True,True,150,8,cols; mode; mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,,deltaC_gain; dphi; phi; phi_clean; phi_latent; sharp,file found but no pre-registered candidate columns matched
phi localized selection,normalized readout closure,high,Chapter7/true_search_train_only_vs_quantum.csv,backups/mm_fullnb_shift1/Chapter7/true_search_train_only_vs_quantum.csv,True,True,150,8,cols; mode; mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,,deltaC_gain; dphi; phi; phi_clean; phi_latent; sharp,file found but no pre-registered candidate columns matched
phi localized selection,normalized readout closure,high,Chapter7/true_search_train_only_vs_quantum.csv,backups/mm_original_state/Chapter7/true_search_train_only_vs_quantum.csv,True,True,150,8,cols; mode; mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,mean_adv_vs_quantum_train; median_adv_vs_quantum_train; sign_test_p_vs_quantum_train; cand_train_mean_switch_gain; quantum_train_mean_switch_gain; n_sessions,,deltaC_gain; dphi; phi; phi_clean; phi_latent; sharp,file found but no pre-registered candidate columns matched
FES 5-state structure,primitive trace defect 5,medium-high,event_level_with_fes_phase_TRUE_RICCI.csv,IDPC_Reproduction/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,226,27,label; task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2; fes_phase,task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,cluster; fes_phase; phase; phase_z,,usable candidate columns found
FES 5-state structure,primitive trace defect 5,medium-high,event_level_with_fes_phase_TRUE_RICCI.csv,IDPC_Reproduction_mm_derangement/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,0,3,session; task_idx; phase,,phase,cluster; fes_phase; phase_z,usable candidate columns found
FES 5-state structure,primitive trace defect 5,medium-high,event_level_with_fes_phase_TRUE_RICCI.csv,IDPC_Reproduction_mm_random/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,0,3,session; task_idx; phase,,phase,cluster; fes_phase; phase_z,usable candidate columns found
FES 5-state structure,primitive trace defect 5,medium-high,event_level_with_fes_phase_TRUE_RICCI.csv,IDPC_Reproduction_mm_reverse/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,0,3,session; task_idx; phase,,phase,cluster; fes_phase; phase_z,usable candidate columns found
FES 5-state structure,primitive trace defect 5,medium-high,event_level_with_fes_phase_TRUE_RICCI.csv,IDPC_Reproduction_mm_shift1/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,0,3,session; task_idx; phase,,phase,cluster; fes_phase; phase_z,usable candidate columns found
FES 5-state structure,primitive trace defect 5,medium-high,event_level_with_fes_phase_TRUE_RICCI.csv,IDPC_Reproduction_random/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,44,27,label; task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2; fes_phase,task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,cluster; fes_phase; phase; phase_z,,usable candidate columns found
FES 5-state structure,primitive trace defect 5,medium-high,event_level_with_fes_phase_TRUE_RICCI.csv,IDPC_Reproduction_surrogate/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,0,3,session; task_idx; phase,,phase,cluster; fes_phase; phase_z,usable candidate columns found
FES 5-state structure,primitive trace defect 5,medium-high,event_level_with_fes_phase_TRUE_RICCI.csv,IDPC_Reproduction_surrogate_btc/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,0,3,session; task_idx; phase,,phase,cluster; fes_phase; phase_z,usable candidate columns found
FES 5-state structure,primitive trace defect 5,medium-high,event_level_with_fes_phase_TRUE_RICCI.csv,IDPC_Reproduction_surrogate_spx/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,0,3,session; task_idx; phase,,phase,cluster; fes_phase; phase_z,usable candidate columns found
FES 5-state structure,primitive trace defect 5,medium-high,event_level_with_fes_phase_TRUE_RICCI.csv,backups/mm_fullnb_derangement/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,237,27,label; task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2; fes_phase,task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,cluster; fes_phase; phase; phase_z,,usable candidate columns found
FES 5-state structure,primitive trace defect 5,medium-high,event_level_with_fes_phase_TRUE_RICCI.csv,backups/mm_fullnb_random/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,223,27,label; task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2; fes_phase,task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,cluster; fes_phase; phase; phase_z,,usable candidate columns found
FES 5-state structure,primitive trace defect 5,medium-high,event_level_with_fes_phase_TRUE_RICCI.csv,backups/mm_fullnb_reverse/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,241,27,label; task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2; fes_phase,task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,cluster; fes_phase; phase; phase_z,,usable candidate columns found
FES 5-state structure,primitive trace defect 5,medium-high,event_level_with_fes_phase_TRUE_RICCI.csv,backups/mm_fullnb_shift1/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,223,27,label; task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2; fes_phase,task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,cluster; fes_phase; phase; phase_z,,usable candidate columns found
FES 5-state structure,primitive trace defect 5,medium-high,event_level_with_fes_phase_TRUE_RICCI.csv,backups/mm_original_state/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,226,27,label; task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2; fes_phase,task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,cluster; fes_phase; phase; phase_z,,usable candidate columns found
FES 5-state structure,primitive trace defect 5,medium-high,event_level_with_clusters_TRUE_RICCI__HYBRID_PHI.csv,IDPC_Reproduction/event_level_with_clusters_TRUE_RICCI__HYBRID_PHI.csv,True,True,226,26,label; task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,cluster; phase; phase_z,fes_phase,usable candidate columns found
FES 5-state structure,primitive trace defect 5,medium-high,event_level_with_clusters_TRUE_RICCI__HYBRID_PHI.csv,IDPC_Reproduction_random/event_level_with_clusters_TRUE_RICCI__HYBRID_PHI.csv,True,True,44,26,label; task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,cluster; phase; phase_z,fes_phase,usable candidate columns found
FES 5-state structure,primitive trace defect 5,medium-high,event_level_with_clusters_TRUE_RICCI__HYBRID_PHI.csv,backups/mm_original_state/event_level_with_clusters_TRUE_RICCI__HYBRID_PHI.csv,True,True,226,26,label; task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,cluster; phase; phase_z,fes_phase,usable candidate columns found
FES 5-state structure,primitive trace defect 5,medium-high,fes_phase_summary_TRUE_RICCI__HYBRID_PHI.csv,IDPC_Reproduction/fes_phase_summary_TRUE_RICCI__HYBRID_PHI.csv,True,True,7,33,Unnamed: 0; J; J.1; J.2; J.3; phi; phi.1; phi.2; phi.3; dphi; dphi.1; dphi.2; dphi.3; distance; distance.1; distance.2; distance.3; phase; phase.1; phase.2; phase.3; r_local; r_local.1; r_local.2; r_local.3; J_tilde; J_tilde.1; J_tilde.2; J_tilde.3; g_t; g_t.1; g_t.2; g_t.3,,phase,cluster; fes_phase; phase_z,usable candidate columns found
FES 5-state structure,primitive trace defect 5,medium-high,fes_phase_summary_TRUE_RICCI__HYBRID_PHI.csv,IDPC_Reproduction_random/fes_phase_summary_TRUE_RICCI__HYBRID_PHI.csv,True,True,7,33,Unnamed: 0; J; J.1; J.2; J.3; phi; phi.1; phi.2; phi.3; dphi; dphi.1; dphi.2; dphi.3; distance; distance.1; distance.2; distance.3; phase; phase.1; phase.2; phase.3; r_local; r_local.1; r_local.2; r_local.3; J_tilde; J_tilde.1; J_tilde.2; J_tilde.3; g_t; g_t.1; g_t.2; g_t.3,,phase,cluster; fes_phase; phase_z,usable candidate columns found
FES 5-state structure,primitive trace defect 5,medium-high,fes_phase_summary_TRUE_RICCI__HYBRID_PHI.csv,backups/mm_original_state/fes_phase_summary_TRUE_RICCI__HYBRID_PHI.csv,True,True,7,33,Unnamed: 0; J; J.1; J.2; J.3; phi; phi.1; phi.2; phi.3; dphi; dphi.1; dphi.2; dphi.3; distance; distance.1; distance.2; distance.3; phase; phase.1; phase.2; phase.3; r_local; r_local.1; r_local.2; r_local.3; J_tilde; J_tilde.1; J_tilde.2; J_tilde.3; g_t; g_t.1; g_t.2; g_t.3,,phase,cluster; fes_phase; phase_z,usable candidate columns found
FES transitions,5->10->20 normalization ladder,medium,event_level_with_fes_phase_TRUE_RICCI.csv,IDPC_Reproduction/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,226,27,label; task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2; fes_phase,task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,J; J_tilde; cluster; distance; fes_phase; r_local,,usable candidate columns found
FES transitions,5->10->20 normalization ladder,medium,event_level_with_fes_phase_TRUE_RICCI.csv,IDPC_Reproduction_mm_derangement/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,0,3,session; task_idx; phase,,,J; J_tilde; cluster; distance; fes_phase; r_local,file found but no pre-registered candidate columns matched
FES transitions,5->10->20 normalization ladder,medium,event_level_with_fes_phase_TRUE_RICCI.csv,IDPC_Reproduction_mm_random/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,0,3,session; task_idx; phase,,,J; J_tilde; cluster; distance; fes_phase; r_local,file found but no pre-registered candidate columns matched
FES transitions,5->10->20 normalization ladder,medium,event_level_with_fes_phase_TRUE_RICCI.csv,IDPC_Reproduction_mm_reverse/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,0,3,session; task_idx; phase,,,J; J_tilde; cluster; distance; fes_phase; r_local,file found but no pre-registered candidate columns matched
FES transitions,5->10->20 normalization ladder,medium,event_level_with_fes_phase_TRUE_RICCI.csv,IDPC_Reproduction_mm_shift1/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,0,3,session; task_idx; phase,,,J; J_tilde; cluster; distance; fes_phase; r_local,file found but no pre-registered candidate columns matched
FES transitions,5->10->20 normalization ladder,medium,event_level_with_fes_phase_TRUE_RICCI.csv,IDPC_Reproduction_random/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,44,27,label; task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2; fes_phase,task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,J; J_tilde; cluster; distance; fes_phase; r_local,,usable candidate columns found
FES transitions,5->10->20 normalization ladder,medium,event_level_with_fes_phase_TRUE_RICCI.csv,IDPC_Reproduction_surrogate/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,0,3,session; task_idx; phase,,,J; J_tilde; cluster; distance; fes_phase; r_local,file found but no pre-registered candidate columns matched
FES transitions,5->10->20 normalization ladder,medium,event_level_with_fes_phase_TRUE_RICCI.csv,IDPC_Reproduction_surrogate_btc/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,0,3,session; task_idx; phase,,,J; J_tilde; cluster; distance; fes_phase; r_local,file found but no pre-registered candidate columns matched
FES transitions,5->10->20 normalization ladder,medium,event_level_with_fes_phase_TRUE_RICCI.csv,IDPC_Reproduction_surrogate_spx/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,0,3,session; task_idx; phase,,,J; J_tilde; cluster; distance; fes_phase; r_local,file found but no pre-registered candidate columns matched
FES transitions,5->10->20 normalization ladder,medium,event_level_with_fes_phase_TRUE_RICCI.csv,backups/mm_fullnb_derangement/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,237,27,label; task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2; fes_phase,task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,J; J_tilde; cluster; distance; fes_phase; r_local,,usable candidate columns found
FES transitions,5->10->20 normalization ladder,medium,event_level_with_fes_phase_TRUE_RICCI.csv,backups/mm_fullnb_random/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,223,27,label; task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2; fes_phase,task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,J; J_tilde; cluster; distance; fes_phase; r_local,,usable candidate columns found
FES transitions,5->10->20 normalization ladder,medium,event_level_with_fes_phase_TRUE_RICCI.csv,backups/mm_fullnb_reverse/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,241,27,label; task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2; fes_phase,task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,J; J_tilde; cluster; distance; fes_phase; r_local,,usable candidate columns found
FES transitions,5->10->20 normalization ladder,medium,event_level_with_fes_phase_TRUE_RICCI.csv,backups/mm_fullnb_shift1/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,223,27,label; task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2; fes_phase,task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,J; J_tilde; cluster; distance; fes_phase; r_local,,usable candidate columns found
FES transitions,5->10->20 normalization ladder,medium,event_level_with_fes_phase_TRUE_RICCI.csv,backups/mm_original_state/event_level_with_fes_phase_TRUE_RICCI.csv,True,True,226,27,label; task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2; fes_phase,task_idx; J; phi; dphi; J_tilde; g_t; E; Q; dE; dQ; phase; distance; r_local; lag_local; phi_z; dphi_z; J_z; distance_z; phase_z; r_local_z; J_tilde_z; g_t_z; cluster; pc1; pc2,J; J_tilde; cluster; distance; fes_phase; r_local,,usable candidate columns found
FES transitions,5->10->20 normalization ladder,medium,fes_assignment_log_TRUE_RICCI__HYBRID_PHI.csv,IDPC_Reproduction/fes_assignment_log_TRUE_RICCI__HYBRID_PHI.csv,True,True,5,6,fes_phase; assigned_cluster; candidate_rank_used; score_used; all_candidates_in_order; selection_status,assigned_cluster; candidate_rank_used; score_used,fes_phase,J; J_tilde; cluster; distance; r_local,usable candidate columns found
FES transitions,5->10->20 normalization ladder,medium,fes_assignment_log_TRUE_RICCI__HYBRID_PHI.csv,IDPC_Reproduction_random/fes_assignment_log_TRUE_RICCI__HYBRID_PHI.csv,True,True,5,6,fes_phase; assigned_cluster; candidate_rank_used; score_used; all_candidates_in_order; selection_status,assigned_cluster; candidate_rank_used; score_used,fes_phase,J; J_tilde; cluster; distance; r_local,usable candidate columns found
FES transitions,5->10->20 normalization ladder,medium,fes_assignment_log_TRUE_RICCI__HYBRID_PHI.csv,backups/mm_original_state/fes_assignment_log_TRUE_RICCI__HYBRID_PHI.csv,True,True,5,6,fes_phase; assigned_cluster; candidate_rank_used; score_used; all_candidates_in_order; selection_status,assigned_cluster; candidate_rank_used; score_used,fes_phase,J; J_tilde; cluster; distance; r_local,usable candidate columns found
boundary impulse J,trace defect / ladder step,medium,J_dh_kappa_pooled_v2.csv,IDPC_Reproduction/J_dh_kappa_pooled_v2.csv,True,True,226,6,label; event_task; J; dh; kappa_E; kappa_Q,event_task; J; dh; kappa_E; kappa_Q,J,J_tilde; distance; dphi; g_t; phase; r_local,usable candidate columns found
boundary impulse J,trace defect / ladder step,medium,J_dh_kappa_pooled_v2.csv,IDPC_Reproduction_mm_derangement/J_dh_kappa_pooled_v2.csv,True,True,0,6,label; event_task; J; dh; kappa_E; kappa_Q,,J,J_tilde; distance; dphi; g_t; phase; r_local,usable candidate columns found
boundary impulse J,trace defect / ladder step,medium,J_dh_kappa_pooled_v2.csv,IDPC_Reproduction_mm_random/J_dh_kappa_pooled_v2.csv,True,True,0,6,label; event_task; J; dh; kappa_E; kappa_Q,,J,J_tilde; distance; dphi; g_t; phase; r_local,usable candidate columns found
